Iteration,Structure,Composition,EHullDistance,EnergyRelaxed,BulkModulusRelaxed,Objective,Valid
1,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[0.0, 4.0, 4.0], [4.0, 0.0, 4.0], [4.0, 4.0, 0.0]], ""pbc"": [true, true, true], ""a"": 5.656854249492381, ""b"": 5.656854249492381, ""c"": 5.656854249492381, ""alpha"": 60.00000000000001, ""beta"": 60.00000000000001, ""gamma"": 60.00000000000001, ""volume"": 128.0}, ""sites"": [{""species"": [{""element"": ""Yb"", ""occu"": 1}], ""abc"": [0.0, 0.0, 0.0], ""xyz"": [0.0, 0.0, 0.0], ""label"": ""Yb"", ""properties"": {}}, {""species"": [{""element"": ""Yb"", ""occu"": 1}], ""abc"": [0.5, 0.5, 0.5], ""xyz"": [4.0, 4.0, 4.0], ""label"": ""Yb"", ""properties"": {}}, {""species"": [{""element"": ""Hg"", ""occu"": 1}], ""abc"": [0.25, 0.25, 0.25], ""xyz"": [2.0, 2.0, 2.0], ""label"": ""Hg"", ""properties"": {}}, {""species"": [{""element"": ""Bi"", ""occu"": 1}], ""abc"": [0.75, 0.75, 0.75], ""xyz"": [6.0, 6.0, 6.0], ""label"": ""Bi"", ""properties"": {}}, {""species"": [{""element"": ""Au"", ""occu"": 1}], ""abc"": [0.5, 0.0, 0.0], ""xyz"": [0.0, 2.0, 2.0], ""label"": ""Au"", ""properties"": {}}]}",Yb2 Hg1 Bi1 Au1,0.07757906843359841,-2.7709732055664062,-inf,0.07757906843359841,True
1,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[0.0, 3.42, 3.42], [3.42, 0.0, 3.42], [3.42, 3.42, 0.0]], ""pbc"": [true, true, true], ""a"": 4.836610383315985, ""b"": 4.836610383315985, ""c"": 4.836610383315985, ""alpha"": 59.99999999999999, ""beta"": 59.99999999999999, ""gamma"": 59.99999999999999, ""volume"": 80.00337599999999}, ""sites"": [{""species"": [{""element"": ""Li"", ""occu"": 1}], ""abc"": [0.75, 0.75, 0.75], ""xyz"": [5.13, 5.13, 5.13], ""label"": ""Li"", ""properties"": {}}, {""species"": [{""element"": ""Er"", ""occu"": 1}], ""abc"": [0.25, 0.25, 0.25], ""xyz"": [1.71, 1.71, 1.71], ""label"": ""Er"", ""properties"": {}}, {""species"": [{""element"": ""Au"", ""occu"": 1}], ""abc"": [0.5, 0.5, 0.5], ""xyz"": [3.42, 3.42, 3.42], ""label"": ""Au"", ""properties"": {}}, {""species"": [{""element"": ""Au"", ""occu"": 1}], ""abc"": [0.0, 0.0, 0.0], ""xyz"": [0.0, 0.0, 0.0], ""label"": ""Au"", ""properties"": {}}, {""species"": [{""element"": ""Hg"", ""occu"": 1}], ""abc"": [0.125, 0.375, 0.625], ""xyz"": [3.42, 2.565, 1.71], ""label"": ""Hg"", ""properties"": {}}]}",Li1 Er1 Au2 Hg1,0.1701630652979933,-3.1731364727020264,-inf,0.1701630652979933,True
1,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[0.0, 3.9, 3.9], [3.9, 0.0, 3.9], [3.9, 3.9, 0.0]], ""pbc"": [true, true, true], ""a"": 5.5154328932550705, ""b"": 5.5154328932550705, ""c"": 5.5154328932550705, ""alpha"": 59.99999999999999, ""beta"": 59.99999999999999, ""gamma"": 59.99999999999999, ""volume"": 118.63799999999999}, ""sites"": [{""species"": [{""element"": ""Yb"", ""occu"": 1}], ""abc"": [0.0, 0.0, 0.0], ""xyz"": [0.0, 0.0, 0.0], ""label"": ""Yb"", ""properties"": {}}, {""species"": [{""element"": ""Li"", ""occu"": 1}], ""abc"": [0.5, 0.5, 0.5], ""xyz"": [3.9, 3.9, 3.9], ""label"": ""Li"", ""properties"": {}}, {""species"": [{""element"": ""Au"", ""occu"": 1}], ""abc"": [0.25, 0.75, 0.5], ""xyz"": [4.875, 2.925, 3.9], ""label"": ""Au"", ""properties"": {}}, {""species"": [{""element"": ""Bi"", ""occu"": 1}], ""abc"": [0.75, 0.25, 0.5], ""xyz"": [2.925, 4.875, 3.9], ""label"": ""Bi"", ""properties"": {}}, {""species"": [{""element"": ""Bi"", ""occu"": 1}], ""abc"": [0.5, 0.25, 0.75], ""xyz"": [3.9, 4.875, 2.925], ""label"": ""Bi"", ""properties"": {}}]}",Yb1 Li1 Au1 Bi2,0.09134490575181564,-3.392432451248169,-inf,0.09134490575181564,True
1,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[0.0, 3.8, 3.8], [3.8, 0.0, 3.8], [3.8, 3.8, 0.0]], ""pbc"": [true, true, true], ""a"": 5.374011537017761, ""b"": 5.374011537017761, ""c"": 5.374011537017761, ""alpha"": 59.99999999999999, ""beta"": 59.99999999999999, ""gamma"": 59.99999999999999, ""volume"": 109.74399999999999}, ""sites"": [{""species"": [{""element"": ""Li"", ""occu"": 1}], ""abc"": [0.0, 0.5, 0.5], ""xyz"": [3.8, 1.9, 1.9], ""label"": ""Li"", ""properties"": {}}, {""species"": [{""element"": ""Li"", ""occu"": 1}], ""abc"": [0.5, 0.0, 0.5], ""xyz"": [1.9, 3.8, 1.9], ""label"": ""Li"", ""properties"": {}}, {""species"": [{""element"": ""Yb"", ""occu"": 1}], ""abc"": [0.0, 0.0, 0.0], ""xyz"": [0.0, 0.0, 0.0], ""label"": ""Yb"", ""properties"": {}}, {""species"": [{""element"": ""Er"", ""occu"": 1}], ""abc"": [0.25, 0.25, 0.25], ""xyz"": [1.9, 1.9, 1.9], ""label"": ""Er"", ""properties"": {}}, {""species"": [{""element"": ""Au"", ""occu"": 1}], ""abc"": [0.75, 0.75, 0.75], ""xyz"": [5.699999999999999, 5.699999999999999, 5.699999999999999], ""label"": ""Au"", ""properties"": {}}]}",Li2 Yb1 Er1 Au1,0.22578027674413548,-2.8298606872558594,-inf,0.22578027674413548,True
1,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[0.0, 4.1, 4.1], [4.1, 0.0, 4.1], [4.1, 4.1, 0.0]], ""pbc"": [true, true, true], ""a"": 5.79827560572969, ""b"": 5.79827560572969, ""c"": 5.79827560572969, ""alpha"": 60.00000000000001, ""beta"": 60.00000000000001, ""gamma"": 60.00000000000001, ""volume"": 137.84199999999998}, ""sites"": [{""species"": [{""element"": ""Yb"", ""occu"": 1}], ""abc"": [0.0, 0.0, 0.0], ""xyz"": [0.0, 0.0, 0.0], ""label"": ""Yb"", ""properties"": {}}, {""species"": [{""element"": ""Er"", ""occu"": 1}], ""abc"": [0.5, 0.5, 0.5], ""xyz"": [4.1, 4.1, 4.1], ""label"": ""Er"", ""properties"": {}}, {""species"": [{""element"": ""Hg"", ""occu"": 1}], ""abc"": [0.25, 0.25, 0.75], ""xyz"": [4.1, 4.1, 2.05], ""label"": ""Hg"", ""properties"": {}}, {""species"": [{""element"": ""Bi"", ""occu"": 1}], ""abc"": [0.75, 0.75, 0.25], ""xyz"": [4.1, 4.1, 6.1499999999999995], ""label"": ""Bi"", ""properties"": {}}, {""species"": [{""element"": ""Au"", ""occu"": 1}], ""abc"": [0.125, 0.375, 0.625], ""xyz"": [4.1, 3.0749999999999997, 2.05], ""label"": ""Au"", ""properties"": {}}]}",Yb1 Er1 Hg1 Bi1 Au1,9.022470624291275,5.55956506729126,-inf,9.022470624291275,True
1,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[0.0, 3.47273498, 3.47273498], [3.47273498, 0.0, 3.47273498], [3.47273498, 3.47273498, 0.0]], ""pbc"": [true, true, true], ""a"": 4.911188907243459, ""b"": 4.911188907243459, ""c"": 4.911188907243459, ""alpha"": 60.00000000000001, ""beta"": 60.00000000000001, ""gamma"": 60.00000000000001, ""volume"": 83.76159150101472}, ""sites"": [{""species"": [{""element"": ""Yb"", ""occu"": 1}], ""abc"": [0.75, 0.75, 0.75], ""xyz"": [5.2091024699999995, 5.2091024699999995, 5.2091024699999995], ""label"": ""Yb"", ""properties"": {}}, {""species"": [{""element"": ""Th"", ""occu"": 1}], ""abc"": [0.250001, 0.250001, 0.250001], ""xyz"": [1.7363744354699597, 1.7363744354699597, 1.7363744354699597], ""label"": ""Th"", ""properties"": {}}, {""species"": [{""element"": ""Ir"", ""occu"": 1}], ""abc"": [0.0, 0.0, 0.0], ""xyz"": [0.0, 0.0, 0.0], ""label"": ""Ir"", ""properties"": {}}, {""species"": [{""element"": ""Ir"", ""occu"": 1}], ""abc"": [0.5, 0.5, 0.5], ""xyz"": [3.47273498, 3.47273498, 3.47273498], ""label"": ""Ir"", ""properties"": {}}]}",Yb1 Th1 Ir2,0.019527410729665462,-7.416515350341797,-inf,0.019527410729665462,True
1,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[0.0, 3.47273498, 3.47273498], [3.47273498, 0.0, 3.47273498], [3.47273498, 3.47273498, 0.0]], ""pbc"": [true, true, true], ""a"": 4.911188907243459, ""b"": 4.911188907243459, ""c"": 4.911188907243459, ""alpha"": 60.00000000000001, ""beta"": 60.00000000000001, ""gamma"": 60.00000000000001, ""volume"": 83.76159150101472}, ""sites"": [{""species"": [{""element"": ""Yb"", ""occu"": 1}], ""abc"": [0.75, 0.75, 0.75], ""xyz"": [5.2091024699999995, 5.2091024699999995, 5.2091024699999995], ""label"": ""Yb"", ""properties"": {}}, {""species"": [{""element"": ""Th"", ""occu"": 1}], ""abc"": [0.250001, 0.250001, 0.250001], ""xyz"": [1.7363744354699597, 1.7363744354699597, 1.7363744354699597], ""label"": ""Th"", ""properties"": {}}, {""species"": [{""element"": ""Rh"", ""occu"": 1}], ""abc"": [0.0, 0.0, 0.0], ""xyz"": [0.0, 0.0, 0.0], ""label"": ""Rh"", ""properties"": {}}, {""species"": [{""element"": ""Ir"", ""occu"": 1}], ""abc"": [0.5, 0.5, 0.5], ""xyz"": [3.47273498, 3.47273498, 3.47273498], ""label"": ""Ir"", ""properties"": {}}]}",Yb1 Th1 Rh1 Ir1,0.026423807399972077,-7.078927040100098,-inf,0.026423807399972077,True
1,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[2.77033706, 0.0, 2.7090296], [2.69997443, 0.0, -2.75940793], [0.0, 17.13010002, 0.0]], ""pbc"": [true, true, true], ""a"": 3.8747398363871612, ""b"": 3.8605950379184697, ""c"": 17.13010002, ""alpha"": 90.0, ""beta"": 90.0, ""gamma"": 89.98268171487346, ""volume"": 256.245752208789}, ""sites"": [{""species"": [{""element"": ""Gd"", ""occu"": 1}], ""abc"": [0.78334235, 0.25112146, 0.14611928], ""xyz"": [2.848143863696759, 2.5030378812503855, 1.4291510649663821], ""label"": ""Gd"", ""properties"": {}}, {""species"": [{""element"": ""Gd"", ""occu"": 1}], ""abc"": [0.71665765, 0.24887854, 0.64611928], ""xyz"": [2.6573489413032414, 11.068087891250386, 1.2546893700336177], ""label"": ""Gd"", ""properties"": {}}, {""species"": [{""element"": ""Gd"", ""occu"": 1}], ""abc"": [0.21665765, 0.74887854, 0.85388072], ""xyz"": [2.6221676263032414, 14.627062138749615, -1.4795293949663821], ""label"": ""Gd"", ""properties"": {}}, {""species"": [{""element"": ""Gd"", ""occu"": 1}], ""abc"": [0.28334235, 0.75112146, 0.35388072], ""xyz"": [2.812962548696759, 6.062012128749614, -1.305067700033618], ""label"": ""Gd"", ""properties"": {}}, {""species"": [{""element"": ""As"", ""occu"": 1}], ""abc"": [0.78498455, 0.75202306, 0.49794729], ""xyz"": [4.205114823162779, 8.529886882387945, 0.051407986185814186], ""label"": ""As"", ""properties"": {}}, {""species"": [{""element"": ""As"", ""occu"": 1}], ""abc"": [0.71501545, 0.74797694, 0.99794729], ""xyz"": [4.000352411837222, 17.094936892387945, -0.12697548118581423], ""label"": ""As"", ""properties"": {}}, {""species"": [{""element"": ""As"", ""occu"": 1}], ""abc"": [0.21501545, 0.24797694, 0.50205271], ""xyz"": [1.2651966668372212, 8.600213137612053, -0.10178631618581424], ""label"": ""As"", ""properties"": {}}, {""species"": [{""element"": ""As"", ""occu"": 1}], ""abc"": [0.28498455, 0.25202306, 0.00205271], ""xyz"": [1.469959078162779, 0.0351631276120542, 0.07659715118581416], ""label"": ""As"", ""properties"": {}}, {""species"": [{""element"": ""Se"", ""occu"": 1}], ""abc"": [0.78254482, 0.25050718, 0.31411735], ""xyz"": [2.8442758964884365, 5.380861623517347, 1.4286855816927349], ""label"": ""Se"", ""properties"": {}}, {""species"": [{""element"": ""Se"", ""occu"": 1}], ""abc"": [0.71745518, 0.24949282, 0.81411735], ""xyz"": [2.6612169085115633, 13.945911633517346, 1.2551548533072652], ""label"": ""Se"", ""properties"": {}}, {""species"": [{""element"": ""Se"", ""occu"": 1}], ""abc"": [0.21745518, 0.74949282, 0.68588265], ""xyz"": [2.6260355935115633, 11.749238396482655, -1.4790639116927347], ""label"": ""Se"", ""properties"": {}}, {""species"": [{""element"": ""Se"", ""occu"": 1}], ""abc"": [0.28254482, 0.75050718, 0.18588265], ""xyz"": [2.809094581488437, 3.1841883864826532, -1.3055331833072656], ""label"": ""Se"", ""properties"": {}}]}",Gd4 As4 Se4,-0.04569920848808806,-9.005899429321289,-inf,-0.04569920848808806,True
1,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[2.77033706, 0.0, 2.7090296], [2.69997443, 0.0, -2.75940793], [0.0, 17.13010002, 0.0]], ""pbc"": [true, true, true], ""a"": 3.8747398363871612, ""b"": 3.8605950379184697, ""c"": 17.13010002, ""alpha"": 90.0, ""beta"": 90.0, ""gamma"": 89.98268171487346, ""volume"": 256.245752208789}, ""sites"": [{""species"": [{""element"": ""Gd"", ""occu"": 1}], ""abc"": [0.71665765, 0.24887854, 0.64611928], ""xyz"": [2.6573489413032414, 11.068087891250386, 1.2546893700336177], ""label"": ""Gd"", ""properties"": {}}, {""species"": [{""element"": ""Gd"", ""occu"": 1}], ""abc"": [0.21665765, 0.74887854, 0.85388072], ""xyz"": [2.6221676263032414, 14.627062138749615, -1.4795293949663821], ""label"": ""Gd"", ""properties"": {}}, {""species"": [{""element"": ""Gd"", ""occu"": 1}], ""abc"": [0.28334235, 0.75112146, 0.35388072], ""xyz"": [2.812962548696759, 6.062012128749614, -1.305067700033618], ""label"": ""Gd"", ""properties"": {}}, {""species"": [{""element"": ""Yb"", ""occu"": 1}], ""abc"": [0.78334235, 0.25112146, 0.14611928], ""xyz"": [2.848143863696759, 2.5030378812503855, 1.4291510649663821], ""label"": ""Yb"", ""properties"": {}}, {""species"": [{""element"": ""As"", ""occu"": 1}], ""abc"": [0.78498455, 0.75202306, 0.49794729], ""xyz"": [4.205114823162779, 8.529886882387945, 0.051407986185814186], ""label"": ""As"", ""properties"": {}}, {""species"": [{""element"": ""As"", ""occu"": 1}], ""abc"": [0.71501545, 0.74797694, 0.99794729], ""xyz"": [4.000352411837222, 17.094936892387945, -0.12697548118581423], ""label"": ""As"", ""properties"": {}}, {""species"": [{""element"": ""As"", ""occu"": 1}], ""abc"": [0.21501545, 0.24797694, 0.50205271], ""xyz"": [1.2651966668372212, 8.600213137612053, -0.10178631618581424], ""label"": ""As"", ""properties"": {}}, {""species"": [{""element"": ""As"", ""occu"": 1}], ""abc"": [0.28498455, 0.25202306, 0.00205271], ""xyz"": [1.469959078162779, 0.0351631276120542, 0.07659715118581416], ""label"": ""As"", ""properties"": {}}, {""species"": [{""element"": ""S"", ""occu"": 1}], ""abc"": [0.78254482, 0.25050718, 0.31411735], ""xyz"": [2.8442758964884365, 5.380861623517347, 1.4286855816927349], ""label"": ""S"", ""properties"": {}}, {""species"": [{""element"": ""S"", ""occu"": 1}], ""abc"": [0.71745518, 0.24949282, 0.81411735], ""xyz"": [2.6612169085115633, 13.945911633517346, 1.2551548533072652], ""label"": ""S"", ""properties"": {}}, {""species"": [{""element"": ""S"", ""occu"": 1}], ""abc"": [0.21745518, 0.74949282, 0.68588265], ""xyz"": [2.6260355935115633, 11.749238396482655, -1.4790639116927347], ""label"": ""S"", ""properties"": {}}, {""species"": [{""element"": ""S"", ""occu"": 1}], ""abc"": [0.28254482, 0.75050718, 0.18588265], ""xyz"": [2.809094581488437, 3.1841883864826532, -1.3055331833072656], ""label"": ""S"", ""properties"": {}}]}",Gd3 Yb1 As4 S4,0.005378908453751663,-8.23794937133789,-inf,0.005378908453751663,True
1,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[0.0, 3.47273498, 3.47273498], [3.47273498, 0.0, 3.47273498], [3.47273498, 3.47273498, 0.0]], ""pbc"": [true, true, true], ""a"": 4.911188907243459, ""b"": 4.911188907243459, ""c"": 4.911188907243459, ""alpha"": 60.00000000000001, ""beta"": 60.00000000000001, ""gamma"": 60.00000000000001, ""volume"": 83.76159150101472}, ""sites"": [{""species"": [{""element"": ""Lu"", ""occu"": 1}], ""abc"": [0.75, 0.75, 0.75], ""xyz"": [5.2091024699999995, 5.2091024699999995, 5.2091024699999995], ""label"": ""Lu"", ""properties"": {}}, {""species"": [{""element"": ""Th"", ""occu"": 1}], ""abc"": [0.250001, 0.250001, 0.250001], ""xyz"": [1.7363744354699597, 1.7363744354699597, 1.7363744354699597], ""label"": ""Th"", ""properties"": {}}, {""species"": [{""element"": ""Rh"", ""occu"": 1}], ""abc"": [0.0, 0.0, 0.0], ""xyz"": [0.0, 0.0, 0.0], ""label"": ""Rh"", ""properties"": {}}, {""species"": [{""element"": ""Rh"", ""occu"": 1}], ""abc"": [0.5, 0.5, 0.5], ""xyz"": [3.47273498, 3.47273498, 3.47273498], ""label"": ""Rh"", ""properties"": {}}]}",Lu1 Th1 Rh2,0.07483545109496959,-7.583297252655029,-inf,0.07483545109496959,True
